uniprot_id,gene_name,length,entry_type,description,is_essential
tr|A6T8H5|A6T8H5_KLEP7,KPN_01464,385,unreviewed (tr),tr|A6T8H5|A6T8H5_KLEP7 Peptidic bond hydrolase OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8H6|A6T8H6_KLEP7,KPN_01465,272,unreviewed (tr),tr|A6T8H6|A6T8H6_KLEP7 Phytanoyl-CoA dioxygenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T8H7|A6T8H7_KLEP7,KPN_01466,327,unreviewed (tr),tr|A6T8H7|A6T8H7_KLEP7 enoyl-[acyl-carrier-protein] reductase OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T8H9|A6T8H9_KLEP7,paaZ,685,unreviewed (tr),tr|A6T8H9|A6T8H9_KLEP7 Phenylacetic acid degradation protein putative aldehyde dehydrogenase OS=Kleb,False
tr|A6T8I0|A6T8I0_KLEP7,paaA,309,unreviewed (tr),tr|A6T8I0|A6T8I0_KLEP7 Phenylacetic acid degradation protein OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8I1|A6T8I1_KLEP7,paaB,95,unreviewed (tr),tr|A6T8I1|A6T8I1_KLEP7 Phenylacetic acid degradation protein OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8I2|A6T8I2_KLEP7,paaC,251,unreviewed (tr),tr|A6T8I2|A6T8I2_KLEP7 Phenylacetic acid degradation protein OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8I3|A6T8I3_KLEP7,paaD,165,unreviewed (tr),tr|A6T8I3|A6T8I3_KLEP7 Phenylacetic acid degradation protein OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8I4|A6T8I4_KLEP7,paaE,356,unreviewed (tr),tr|A6T8I4|A6T8I4_KLEP7 Probable phenylacetic acid degradation NADH oxidoreductase OS=Klebsiella pneu,False
tr|A6T8I5|A6T8I5_KLEP7,paaF,255,unreviewed (tr),tr|A6T8I5|A6T8I5_KLEP7 Probable enoyl-CoA hydratase OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T8I6|A6T8I6_KLEP7,paaG,262,unreviewed (tr),tr|A6T8I6|A6T8I6_KLEP7 Enoyl-CoA hydratase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T8I7|A6T8I7_KLEP7,paaH,474,unreviewed (tr),tr|A6T8I7|A6T8I7_KLEP7 3-hydroxybutyryl-CoA dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6T8I8|A6T8I8_KLEP7,paaI,140,unreviewed (tr),tr|A6T8I8|A6T8I8_KLEP7 Phenylacetic acid degradation protein OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8J1|A6T8J1_KLEP7,paaX,308,unreviewed (tr),tr|A6T8J1|A6T8J1_KLEP7 Transcriptional repressor for phenylacetic acid degradation OS=Klebsiella pne,False
tr|A6T8J2|A6T8J2_KLEP7,paaY,198,unreviewed (tr),tr|A6T8J2|A6T8J2_KLEP7 Phenylacetic acid degradation protein putative transferase OS=Klebsiella pneu,False
tr|A6T8J3|A6T8J3_KLEP7,KPN_01482,135,unreviewed (tr),tr|A6T8J3|A6T8J3_KLEP7 CENP-V/GFA domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T8J6|A6T8J6_KLEP7,KPN_01485,224,unreviewed (tr),tr|A6T8J6|A6T8J6_KLEP7 O-methyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T8J7|A6T8J7_KLEP7,KPN_01486,459,unreviewed (tr),tr|A6T8J7|A6T8J7_KLEP7 Outer membrane efflux protein OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T8J8|A6T8J8_KLEP7,KPN_01487,361,unreviewed (tr),tr|A6T8J8|A6T8J8_KLEP7 Multidrug resistance efflux pump OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T8J9|A6T8J9_KLEP7,KPN_01488,550,unreviewed (tr),tr|A6T8J9|A6T8J9_KLEP7 Permease of the major facilitator superfamily OS=Klebsiella pneumoniae subsp.,False
tr|A6T8K0|A6T8K0_KLEP7,KPN_01489,143,unreviewed (tr),"tr|A6T8K0|A6T8K0_KLEP7 Bacterial regulatory protein, MarR OS=Klebsiella pneumoniae subsp. pneumoniae",False
tr|A6T8K1|A6T8K1_KLEP7,KPN_01490,299,unreviewed (tr),tr|A6T8K1|A6T8K1_KLEP7 Transcriptional regulator (LysR family) OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6T8K2|A6T8K2_KLEP7,KPN_01491,312,unreviewed (tr),"tr|A6T8K2|A6T8K2_KLEP7 Oxidoreductase, aldo/keto reductase family OS=Klebsiella pneumoniae subsp. pn",False
tr|A6T8K5|A6T8K5_KLEP7,KPN_01494,340,unreviewed (tr),tr|A6T8K5|A6T8K5_KLEP7 Arginine N-succinyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T8K8|A6T8K8_KLEP7,KPN_01498,476,unreviewed (tr),tr|A6T8K8|A6T8K8_KLEP7 D-alanine/D-serine/glycine transport protein (APC family) OS=Klebsiella pneum,False
tr|A6T8K9|A6T8K9_KLEP7,KPN_01499,441,unreviewed (tr),tr|A6T8K9|A6T8K9_KLEP7 Shikimate and dehydroshikimate transport protein (MFS family) OS=Klebsiella p,False
tr|A6T8L0|A6T8L0_KLEP7,ydcF,266,unreviewed (tr),tr|A6T8L0|A6T8L0_KLEP7 DUF218 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T8L3|A6T8L3_KLEP7,yqaE,52,unreviewed (tr),tr|A6T8L3|A6T8L3_KLEP7 Transport protein (YqaE family) OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T8L4|A6T8L4_KLEP7,ydfO,130,unreviewed (tr),tr|A6T8L4|A6T8L4_KLEP7 Phage envelope protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6T8L5|A6T8L5_KLEP7,yedF,77,unreviewed (tr),tr|A6T8L5|A6T8L5_KLEP7 Putative sulfur carrier protein YedF OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T8L6|A6T8L6_KLEP7,yedE,402,unreviewed (tr),tr|A6T8L6|A6T8L6_KLEP7 Membrane component of transport system OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T8L7|A6T8L7_KLEP7,KPN_01507,117,unreviewed (tr),tr|A6T8L7|A6T8L7_KLEP7 DUF1304 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T8L8|A6T8L8_KLEP7,KPN_01508,159,unreviewed (tr),tr|A6T8L8|A6T8L8_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8L9|A6T8L9_KLEP7,KPN_01509,67,unreviewed (tr),tr|A6T8L9|A6T8L9_KLEP7 Selenium delivery protein YdfZ OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T8M0|A6T8M0_KLEP7,KPN_01510,342,unreviewed (tr),tr|A6T8M0|A6T8M0_KLEP7 Mg2+ and Co2+ transporters OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T8M1|A6T8M1_KLEP7,malY,390,unreviewed (tr),tr|A6T8M1|A6T8M1_KLEP7 cysteine-S-conjugate beta-lyase OS=Klebsiella pneumoniae subsp. pneumoniae (s,False
tr|A6T8M3|A6T8M3_KLEP7,malI,342,unreviewed (tr),tr|A6T8M3|A6T8M3_KLEP7 Maltose regulon regulatory protein OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6T8M4|A6T8M4_KLEP7,ydgA,525,unreviewed (tr),tr|A6T8M4|A6T8M4_KLEP7 DUF945 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae (,False
tr|A6T8N0|A6T8N0_KLEP7,KPN_01520,120,unreviewed (tr),tr|A6T8N0|A6T8N0_KLEP7 DUF1850 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T8N2|A6T8N2_KLEP7,ydgC,111,unreviewed (tr),tr|A6T8N2|A6T8N2_KLEP7 GlpM family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T8N5|A6T8N5_KLEP7,ydgH,316,unreviewed (tr),tr|A6T8N5|A6T8N5_KLEP7 YdgH/BhsA/McbA-like domain-containing protein OS=Klebsiella pneumoniae subsp.,False
tr|A6T8N8|A6T8N8_KLEP7,ydiH,62,unreviewed (tr),tr|A6T8N8|A6T8N8_KLEP7 YdiH family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T8N9|A6T8N9_KLEP7,ydaA,316,unreviewed (tr),tr|A6T8N9|A6T8N9_KLEP7 Universal stress protein E OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T8P0|A6T8P0_KLEP7,fnr,152,unreviewed (tr),"tr|A6T8P0|A6T8P0_KLEP7 Transcriptional regulation of aerobic, anaerobic respiration, osmotic balance",False
tr|A6T8P2|A6T8P2_KLEP7,abgT,508,unreviewed (tr),tr|A6T8P2|A6T8P2_KLEP7 Aminobenzoyl-glutamate transport protein OS=Klebsiella pneumoniae subsp. pneu,False
tr|A6T8P3|A6T8P3_KLEP7,abgB,481,unreviewed (tr),tr|A6T8P3|A6T8P3_KLEP7 Aminobenzoyl-glutamate utilization protein OS=Klebsiella pneumoniae subsp. pn,False
tr|A6T8P5|A6T8P5_KLEP7,abgR,302,unreviewed (tr),tr|A6T8P5|A6T8P5_KLEP7 Transcriptional regulator LYSR-type OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8P6|A6T8P6_KLEP7,ydaL,187,unreviewed (tr),tr|A6T8P6|A6T8P6_KLEP7 Smr domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T8P7|A6T8P7_KLEP7,KPN_01537,268,unreviewed (tr),tr|A6T8P7|A6T8P7_KLEP7 Transcriptional repressor (IclR family) OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6T8P8|A6T8P8_KLEP7,KPN_01538,228,unreviewed (tr),tr|A6T8P8|A6T8P8_KLEP7 Acetyl-CoA:acetoacetyl-CoA transferase alpha subunit OS=Klebsiella pneumoniae,False
tr|A6T8P9|A6T8P9_KLEP7,KPN_01539,218,unreviewed (tr),tr|A6T8P9|A6T8P9_KLEP7 Acetyl-CoA:acetoacetyl-CoA transferase beta subunit OS=Klebsiella pneumoniae ,False
tr|A6T8Q1|A6T8Q1_KLEP7,KPN_01541,450,unreviewed (tr),"tr|A6T8Q1|A6T8Q1_KLEP7 3-carboxy-cis,cis-muconate cycloisomerase OS=Klebsiella pneumoniae subsp. pne",False
tr|A6T8Q2|A6T8Q2_KLEP7,KPN_01542,254,unreviewed (tr),tr|A6T8Q2|A6T8Q2_KLEP7 3-oxoadipate enol-lactonase II OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T8Q3|A6T8Q3_KLEP7,KPN_01543,129,unreviewed (tr),tr|A6T8Q3|A6T8Q3_KLEP7 4-carboxymuconolactone decarboxylase OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T8Q5|A6T8Q5_KLEP7,KPN_01545,112,unreviewed (tr),tr|A6T8Q5|A6T8Q5_KLEP7 ATP-binding component of a transport system OS=Klebsiella pneumoniae subsp. p,False
tr|A6T8Q7|A6T8Q7_KLEP7,KPN_01547,478,unreviewed (tr),tr|A6T8Q7|A6T8Q7_KLEP7 Tartrate:succinate antiporter (DASS family) OS=Klebsiella pneumoniae subsp. p,False
tr|A6T8Q8|A6T8Q8_KLEP7,KPN_01548,925,unreviewed (tr),tr|A6T8Q8|A6T8Q8_KLEP7 NADH:flavin oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T8R2|A6T8R2_KLEP7,KPN_01552,118,unreviewed (tr),tr|A6T8R2|A6T8R2_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8R5|A6T8R5_KLEP7,KPN_01555,131,unreviewed (tr),tr|A6T8R5|A6T8R5_KLEP7 Lipoprotein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6T8R6|A6T8R6_KLEP7,KPN_01556,407,unreviewed (tr),tr|A6T8R6|A6T8R6_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8R7|A6T8R7_KLEP7,KPN_01557,308,unreviewed (tr),"tr|A6T8R7|A6T8R7_KLEP7 Bacterial regulatory protein, LysR, malonate utilization OS=Klebsiella pneumo",False
tr|A6T8S0|A6T8S0_KLEP7,KPN_01560,266,unreviewed (tr),tr|A6T8S0|A6T8S0_KLEP7 Acetyl-CoA carboxylase alpha subunit OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T8S1|A6T8S1_KLEP7,KPN_01561,277,unreviewed (tr),tr|A6T8S1|A6T8S1_KLEP7 Acetyl-CoA carboxylase beta subunit OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8S3|A6T8S3_KLEP7,KPN_01563,551,unreviewed (tr),tr|A6T8S3|A6T8S3_KLEP7 Bifunctional putative acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/b,False
tr|A6T8S4|A6T8S4_KLEP7,ydgG,344,unreviewed (tr),tr|A6T8S4|A6T8S4_KLEP7 Integral membrane transport protein OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8S8|A6T8S8_KLEP7,KPN_01568,34,unreviewed (tr),tr|A6T8S8|A6T8S8_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8T1|A6T8T1_KLEP7,KPN_01571,30,unreviewed (tr),tr|A6T8T1|A6T8T1_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8T2|A6T8T2_KLEP7,ynfM,416,unreviewed (tr),tr|A6T8T2|A6T8T2_KLEP7 Transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6T8T3|A6T8T3_KLEP7,ynfL,300,unreviewed (tr),tr|A6T8T3|A6T8T3_KLEP7 Transcriptional regulator (LysR family) OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6T8T4|A6T8T4_KLEP7,mlc,407,unreviewed (tr),tr|A6T8T4|A6T8T4_KLEP7 NAGC-like transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8T6|A6T8T6_KLEP7,ynfJ,431,unreviewed (tr),tr|A6T8T6|A6T8T6_KLEP7 Voltage-gated ClC-type chloride channel ClcB OS=Klebsiella pneumoniae subsp. ,False
tr|A6T8T8|A6T8T8_KLEP7,ynfH,285,unreviewed (tr),"tr|A6T8T8|A6T8T8_KLEP7 Dimethyl sulfoxide reductase, anchor subunit OS=Klebsiella pneumoniae subsp. ",False
tr|A6T8T9|A6T8T9_KLEP7,dmsB,205,unreviewed (tr),"tr|A6T8T9|A6T8T9_KLEP7 Anaerobic dimethyl sulfoxide (DMSO) reductase, subunit B OS=Klebsiella pneumo",False
tr|A6T8U1|A6T8U1_KLEP7,ynfD,89,unreviewed (tr),tr|A6T8U1|A6T8U1_KLEP7 DUF1161 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T8U2|A6T8U2_KLEP7,ynfC,233,unreviewed (tr),tr|A6T8U2|A6T8U2_KLEP7 UPF0257 lipoprotein KPN_01582 OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
sp|A6T8U4|Y1554_KLEP7,KPN78578_15540,113,reviewed (sp),sp|A6T8U4|Y1554_KLEP7 UPF0482 protein KPN78578_15540 OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
sp|A6T8U5|Y1555_KLEP7,KPN78578_15550,108,reviewed (sp),sp|A6T8U5|Y1555_KLEP7 UPF0060 membrane protein KPN78578_15550 OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T8U6|A6T8U6_KLEP7,KPN_01586,427,unreviewed (tr),tr|A6T8U6|A6T8U6_KLEP7 General substrate transporter OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T8U7|A6T8U7_KLEP7,ydfI,487,unreviewed (tr),tr|A6T8U7|A6T8U7_KLEP7 Mannitol dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6T8U8|A6T8U8_KLEP7,KPN_01588,143,unreviewed (tr),tr|A6T8U8|A6T8U8_KLEP7 Universal stress protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain A,False
tr|A6T8U9|A6T8U9_KLEP7,ydfH,228,unreviewed (tr),tr|A6T8U9|A6T8U9_KLEP7 Transcriptional repressor (GntR family) OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6T8V2|A6T8V2_KLEP7,KPN_01592,128,unreviewed (tr),tr|A6T8V2|A6T8V2_KLEP7 SnoaL-like domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoni,False
tr|A6T8V3|A6T8V3_KLEP7,KPN_01593,280,unreviewed (tr),tr|A6T8V3|A6T8V3_KLEP7 Arabinose operon regulatory protein OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8V5|A6T8V5_KLEP7,KPN_01595,218,unreviewed (tr),tr|A6T8V5|A6T8V5_KLEP7 2-component transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8V6|A6T8V6_KLEP7,KPN_01596,157,unreviewed (tr),tr|A6T8V6|A6T8V6_KLEP7 Heat shock protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70,False
tr|A6T8V7|A6T8V7_KLEP7,ydeJ,170,unreviewed (tr),tr|A6T8V7|A6T8V7_KLEP7 Competence damage-inducible protein A OS=Klebsiella pneumoniae subsp. pneumon,False
tr|A6T8V9|A6T8V9_KLEP7,KPN_01599,203,unreviewed (tr),"tr|A6T8V9|A6T8V9_KLEP7 Bacterial regulatory protein, LuxR OS=Klebsiella pneumoniae subsp. pneumoniae",False
tr|A6T8W0|A6T8W0_KLEP7,KPN_01600,313,unreviewed (tr),tr|A6T8W0|A6T8W0_KLEP7 ARAC-type regulatory protein OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
tr|A6T8W1|A6T8W1_KLEP7,ygbN,454,unreviewed (tr),tr|A6T8W1|A6T8W1_KLEP7 Transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6T8W2|A6T8W2_KLEP7,ygbM,251,unreviewed (tr),tr|A6T8W2|A6T8W2_KLEP7 Epimerase/isomerase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T8W6|A6T8W6_KLEP7,ygbI,240,unreviewed (tr),tr|A6T8W6|A6T8W6_KLEP7 DEOR-type transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumonia,False
tr|A6T8W8|A6T8W8_KLEP7,KPN_01608,93,unreviewed (tr),"tr|A6T8W8|A6T8W8_KLEP7 K+ transporting ATPase, KdpC subunit OS=Klebsiella pneumoniae subsp. pneumoni",False
tr|A6T8W9|A6T8W9_KLEP7,lacY,423,unreviewed (tr),"tr|A6T8W9|A6T8W9_KLEP7 Proton/sugar symporter, LacY OS=Klebsiella pneumoniae subsp. pneumoniae (stra",False
tr|A6T8X1|A6T8X1_KLEP7,lacI,354,unreviewed (tr),tr|A6T8X1|A6T8X1_KLEP7 Transcriptional repressor of lactose catabolism (GalR/LacI family) OS=Klebsie,False
tr|A6T8X2|A6T8X2_KLEP7,KPN_01612,45,unreviewed (tr),tr|A6T8X2|A6T8X2_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8X3|A6T8X3_KLEP7,KPN_01613,64,unreviewed (tr),tr|A6T8X3|A6T8X3_KLEP7 DUF4177 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T8X4|A6T8X4_KLEP7,KPN_01614,365,unreviewed (tr),tr|A6T8X4|A6T8X4_KLEP7 Transcriptional regulator OS=Klebsiella pneumoniae subsp. pneumoniae (strain ,False
tr|A6T8X5|A6T8X5_KLEP7,KPN_01615,367,unreviewed (tr),tr|A6T8X5|A6T8X5_KLEP7 Methionine synthase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 7,False
tr|A6T8X6|A6T8X6_KLEP7,KPN_01616,405,unreviewed (tr),"tr|A6T8X6|A6T8X6_KLEP7 High-affinity branched-chain amino acid transport protein (ABC superfamily, p",False
tr|A6T8X7|A6T8X7_KLEP7,KPN_01617,524,unreviewed (tr),"tr|A6T8X7|A6T8X7_KLEP7 High-affinity branched-chain amino acid transport protein (ABC superfamily, m",False
tr|A6T8X8|A6T8X8_KLEP7,KPN_01618,357,unreviewed (tr),tr|A6T8X8|A6T8X8_KLEP7 High-affinity branched-chain amino acid transport OS=Klebsiella pneumoniae su,False
tr|A6T8X9|A6T8X9_KLEP7,KPN_01619,265,unreviewed (tr),tr|A6T8X9|A6T8X9_KLEP7 ATP-binding component of high-affinity branched-chain amino acid transport sy,False
tr|A6T8Y0|A6T8Y0_KLEP7,KPN_01620,140,unreviewed (tr),tr|A6T8Y0|A6T8Y0_KLEP7 ATP-binding component of leucine transport OS=Klebsiella pneumoniae subsp. pn,False
tr|A6T8Y1|A6T8Y1_KLEP7,ydeE,404,unreviewed (tr),tr|A6T8Y1|A6T8Y1_KLEP7 Transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700,False
tr|A6T8Y2|A6T8Y2_KLEP7,eamA,299,unreviewed (tr),tr|A6T8Y2|A6T8Y2_KLEP7 Amino acid metabolite efflux pump OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T8Y3|A6T8Y3_KLEP7,marB,72,unreviewed (tr),tr|A6T8Y3|A6T8Y3_KLEP7 Multiple antibiotic resistance protein OS=Klebsiella pneumoniae subsp. pneumo,False
tr|A6T8Y4|A6T8Y4_KLEP7,marA,125,unreviewed (tr),tr|A6T8Y4|A6T8Y4_KLEP7 Multiple antibiotic resistance protein MarA OS=Klebsiella pneumoniae subsp. p,False
tr|A6T8Y5|A6T8Y5_KLEP7,marR,144,unreviewed (tr),tr|A6T8Y5|A6T8Y5_KLEP7 Multiple antibiotic resistance protein repressor of mar operon OS=Klebsiella ,False
tr|A6T8Y6|A6T8Y6_KLEP7,KPN_01626,35,unreviewed (tr),tr|A6T8Y6|A6T8Y6_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8Y7|A6T8Y7_KLEP7,marC,222,unreviewed (tr),tr|A6T8Y7|A6T8Y7_KLEP7 UPF0056 inner membrane protein OS=Klebsiella pneumoniae subsp. pneumoniae (st,False
tr|A6T8Y9|A6T8Y9_KLEP7,KPN_01629,263,unreviewed (tr),tr|A6T8Y9|A6T8Y9_KLEP7 Oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6T8Z0|A6T8Z0_KLEP7,KPN_01630,64,unreviewed (tr),tr|A6T8Z0|A6T8Z0_KLEP7 Oxidoreductase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721,False
tr|A6T8Z1|A6T8Z1_KLEP7,mokB,29,unreviewed (tr),tr|A6T8Z1|A6T8Z1_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T8Z3|A6T8Z3_KLEP7,KPN_01633,160,unreviewed (tr),tr|A6T8Z3|A6T8Z3_KLEP7 Acyl-CoA N-acyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T8Z4|A6T8Z4_KLEP7,yneJ,292,unreviewed (tr),tr|A6T8Z4|A6T8Z4_KLEP7 Transcriptional regulator (LysR family) OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6T8Z5|A6T8Z5_KLEP7,yneI,462,unreviewed (tr),tr|A6T8Z5|A6T8Z5_KLEP7 Aldehyde dehydrogenase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6T8Z7|A6T8Z7_KLEP7,yneG,122,unreviewed (tr),tr|A6T8Z7|A6T8Z7_KLEP7 DUF4186 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T8Z9|A6T8Z9_KLEP7,KPN_01639,176,unreviewed (tr),tr|A6T8Z9|A6T8Z9_KLEP7 Acyltransferase OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 70072,False
tr|A6T901|A6T901_KLEP7,KPN_01641,32,unreviewed (tr),tr|A6T901|A6T901_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T902|A6T902_KLEP7,KPN_01642,30,unreviewed (tr),tr|A6T902|A6T902_KLEP7 Tautomerase family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T903|A6T903_KLEP7,KPN_01643,238,unreviewed (tr),tr|A6T903|A6T903_KLEP7 Uncharacterized protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T904|A6T904_KLEP7,KPN_01644,126,unreviewed (tr),tr|A6T904|A6T904_KLEP7 Tautomerase family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain,False
tr|A6T905|A6T905_KLEP7,KPN_01645,106,unreviewed (tr),tr|A6T905|A6T905_KLEP7 Carboxymuconolactone decarboxylase OS=Klebsiella pneumoniae subsp. pneumoniae,False
tr|A6T907|A6T907_KLEP7,KPN_01647,96,unreviewed (tr),tr|A6T907|A6T907_KLEP7 DUF2913 family protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATC,False
tr|A6T908|A6T908_KLEP7,KPN_01648,395,unreviewed (tr),tr|A6T908|A6T908_KLEP7 Uncharacterized MFS-type transporter KPN_01648 OS=Klebsiella pneumoniae subsp,False
tr|A6T909|A6T909_KLEP7,KPN_01649,135,unreviewed (tr),tr|A6T909|A6T909_KLEP7 Glyoxalase/bleomycin resistance protein/dioxygenas OS=Klebsiella pneumoniae s,False
tr|A6T910|A6T910_KLEP7,KPN_01650,385,unreviewed (tr),tr|A6T910|A6T910_KLEP7 Sugar transport protein OS=Klebsiella pneumoniae subsp. pneumoniae (strain AT,False
tr|A6T911|A6T911_KLEP7,KPN_01651,281,unreviewed (tr),tr|A6T911|A6T911_KLEP7 Transcriptional regulator (LysR family) OS=Klebsiella pneumoniae subsp. pneum,False
tr|A6T914|A6T914_KLEP7,KPN_01654,268,unreviewed (tr),tr|A6T914|A6T914_KLEP7 Lipoprotein OS=Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / ,False
tr|A6T916|A6T916_KLEP7,KPN_01656,94,unreviewed (tr),tr|A6T916|A6T916_KLEP7 DUF2132 domain-containing protein OS=Klebsiella pneumoniae subsp. pneumoniae ,False
tr|A6T917|A6T917_KLEP7,KPN_01657,103,unreviewed (tr),tr|A6T917|A6T917_KLEP7 Mannose-6-phosphate isomerase OS=Klebsiella pneumoniae subsp. pneumoniae (str,False
tr|A6T918|A6T918_KLEP7,KPN_01658,251,unreviewed (tr),tr|A6T918|A6T918_KLEP7 Glyoxalase-like domain-containing protein OS=Klebsiella pneumoniae subsp. pne,False
tr|A6T919|A6T919_KLEP7,KPN_01659,314,unreviewed (tr),tr|A6T919|A6T919_KLEP7 ARAC-type regulatory protein OS=Klebsiella pneumoniae subsp. pneumoniae (stra,False
